Opportunity Name,Billing State/Province,Account Type,Account Owner,Product Name,Amount,#,Account Name,Billing Country,Close Date,Closed,Created Date,Forecast Category,Industry,Opportunity Owner,Opportunity Source,Opportunity Type,Owner Role,Product Family,Segment,Stage,Won
Opportunity for Rodriguez1541,LA,Customer,Kelly Frazier,Courses,954300,250,Morton537 Inc,Canada,9/17/20,True,2015-05-20T00:00:00.000Z,Closed,Transportation,Laura Garza,Marketing,New Business,Sales WW,Digital Media,MM,08 - Closed Won,True
Opportunity for Sanders1392,,Customer,Nicolas Weaver,Cables,196890,589,Yates593 Inc,Japan,7/3/21,True,2016-06-09T00:00:00.000Z,Closed,Engineering,Evelyn Williamson,Marketing,New Business / Add-on,Sales WW,Accessories,ESMB,08 - Closed Won,True
Opportunity for Olson1373,MO,Customer,Laura Palmer,,25739,553,Woods306 Inc,USA,1/21/21,True,2015-12-11T00:00:00.000Z,Closed,Agriculture,Kelly Frazier,AE,New Business / Add-on,Sales EMEA,,SMB,08 - Closed Won,True
Opportunity for Lloyd1165,NC,Partner,Julie Chavez,Books,439380,244,Parker16 Inc,USA,8/19/21,False,2016-02-19T00:00:00.000Z,Pipeline,Energy,Johnny Green,Marketing,New Business / Add-on,Sales WW,Digital Media,COMM,04 - Value Proposition,False
Opportunity for Hart1416,,Partner,Evelyn Williamson,Cables,3960970,629,Cain574 Inc,Switzerland,1/17/21,True,2015-12-23T00:00:00.000Z,Closed,Biotechnology,Bruce Kennedy,AE,New Business / Add-on,Sales AMER,Accessories,ENT,08 - Closed Won,True
Opportunity for Sparks1346,,Customer,Dennis Howard,Keyboard,1567780,518,Riley999 Inc,Japan,4/23/21,True,2015-10-26T00:00:00.000Z,Closed,Energy,Laura Palmer,AE,New Business / Add-on,Sales EMEA,Accessories,SMB,08 - Closed Won,True
Opportunity for Brady910,,Partner,Dennis Howard,Light tablet,1355700,443,Medina787 Inc,Hong Kong,1/30/21,True,2015-06-15T00:00:00.000Z,Closed,Energy,Kelly Frazier,BDR,New Business / Add-on,Sales EMEA,Phones,MM,08 - Closed Won,True
Opportunity for Lewis1160,,Partner,Harold Campbell,Keyboard,1132470,242,Page703 Inc,Japan,7/22/21,True,2016-01-21T00:00:00.000Z,Closed,Agriculture,Chris Riley,Marketing,New Business / Add-on,Sales EMEA,Accessories,GB,08 - Closed Won,True
Opportunity for Delgado355,,Customer,Laura Garza,Cables,1318960,21,Figueroa68 Inc,India,5/30/21,True,2016-02-10T00:00:00.000Z,Closed,Engineering,Chris Riley,AE,New Business,Sales EMEA,Accessories,SMB,08 - Closed Won,True
Opportunity for Shaw178,MS,Customer,Bruce Kennedy,Cables,283440,63,Newman145 Inc,Canada,6/10/21,True,2016-04-25T00:00:00.000Z,Omitted,Insurance,Doroth Gardner,Marketing,New Business,Sales AMER,Accessories,MM,09 - Closed Lost,False
Opportunity for Waters1946,MO,Customer,Johnny Green,Light tablet 2,17000,297,Lawrence93 Inc,USA,8/1/21,True,2016-04-24T00:00:00.000Z,Omitted,Manufacturing,Johnny Green,AE,New Business / Add-on,Sales WW,Tablets,ESMB,09 - Closed Lost,False
Opportunity for Adkins111,NY,Customer,Bruce Kennedy,Notebook,1402500,109,Moreno366 Inc,Canada,1/8/21,True,2015-11-02T00:00:00.000Z,Closed,Technology,Doroth Gardner,AE,Existing Business,Sales AMER,Laptops,ENT,08 - Closed Won,True
Opportunity for Simpson729,,Customer,Laura Garza,Courses,1666850,165,West416 Inc,United Kingdom,10/18/21,False,2016-03-23T00:00:00.000Z,Pipeline,Energy,Catherine Brown,AE,New Business,Sales WW,Digital Media,SMB,01 - Prospecting,False
Opportunity for May386,,Partner,Dennis Howard,Books,150240,58,Medina787 Inc,Hong Kong,7/13/21,True,2016-02-23T00:00:00.000Z,Closed,Energy,Laura Garza,Marketing,New Business,Sales WW,Digital Media,MM,08 - Closed Won,True
Opportunity for Campbell1583,,Customer,Eric Sanchez,Light tablet 2,2008900,331,Dixon915 Inc,Denmark,2/23/21,True,2015-12-12T00:00:00.000Z,Closed,Biotechnology,Laura Palmer,BDR,New Business,Sales EMEA,Laptops,ESMB,08 - Closed Won,True
Opportunity for Fleming1809,NM,Customer,Doroth Gardner,Light tablet,3077200,664,Newman432 Inc,Canada,7/9/21,True,2015-12-18T00:00:00.000Z,Closed,Technology,Bruce Kennedy,AE,New Business,Sales AMER,Phones,MM,08 - Closed Won,True
Opportunity for Hughes845,MN,Customer,Chris Riley,Space phone 3,1405500,356,Obrien994 Inc,USA,9/16/21,False,2016-06-06T00:00:00.000Z,Pipeline,Agriculture,Nicolas Weaver,Marketing,New Business,Sales AMER,Phones,SMB,03 - Needs Analysis,False
Opportunity for Lewis258,HI,Customer,Dennis Howard,,309938,10,Adkins907 Inc,USA,11/1/20,True,2015-03-13T00:00:00.000Z,Closed,Transportation,Laura Garza,Marketing,New Business / Add-on,Sales WW,,SMB,08 - Closed Won,True
Opportunity for Hart387,SC,Partner,Catherine Brown,Light tablet 2,822800,59,Phillips722 Inc,USA,1/2/22,False,2016-07-07T00:00:00.000Z,Pipeline,Manufacturing,Laura Garza,Alliances,New Business / Add-on,Sales WW,Tablets,GB,03 - Needs Analysis,False
Opportunity for Murphy234,,Customer,John Williams,Cables,2734080,113,Gray676 Inc,Japan,9/23/20,True,2015-06-11T00:00:00.000Z,Closed,Biotechnology,Irene McCoy,AE,Existing Business,Sales WW,Accessories,SMB,08 - Closed Won,True
Opportunity for Hernandez555,MT,Partner,Laura Palmer,Mouse,202200,464,Stewart319 Inc,Canada,11/25/20,True,2015-07-04T00:00:00.000Z,Closed,Energy,Bruce Kennedy,Alliances,New Business,Sales AMER,Accessories,COMM,08 - Closed Won,True
Opportunity for Lee231,MT,Customer,Dennis Howard,Light laptop,5423800,98,Collins451 Inc,USA,6/30/21,True,2016-06-05T00:00:00.000Z,Omitted,Healthcare,Johnny Green,BDR,New Business,Sales WW,Laptops,ESMB,09 - Closed Lost,False
Opportunity for Allison281,,Customer,Eric Gutierrez,Light tablet 2,1573350,20,Wright507 Inc,United Kingdom,1/28/22,False,2016-08-10T00:00:00.000Z,Pipeline,Education,Eric Gutierrez,Alliances,New Business / Add-on,Sales AMER,Tablets,GB,02 - Qualification,False
Opportunity for Ross718,,Customer,John Williams,Cables,776540,161,Lowe352 Inc,Japan,11/29/20,True,2015-09-06T00:00:00.000Z,Closed,Consulting,Kelly Frazier,Marketing,New Business / Add-on,Sales EMEA,Accessories,SMB,08 - Closed Won,True
Opportunity for Bowen1968,,Customer,Irene McCoy,Books,125340,340,Reeves202 Inc,Sweden,8/25/21,False,2016-08-07T00:00:00.000Z,Pipeline,Apparel,Johnny Green,Marketing,New Business,Sales WW,Accessories,COMM,02 - Qualification,False
Opportunity for Pope1093,OR,Customer,Chris Riley,Cables,1134385,166,McKenzie887 Inc,Canada,1/7/21,True,2015-12-26T00:00:00.000Z,Closed,Media,Bruce Kennedy,BDR,New Business,Sales AMER,Accessories,MM,08 - Closed Won,True
Opportunity for Johnson1307,,Partner,Johnny Green,Notebook,2165900,477,Bowers460 Inc,Belgium,6/28/21,True,2016-01-26T00:00:00.000Z,Omitted,Banking,Laura Garza,AE,Existing Business,Sales WW,Laptops,COMM,09 - Closed Lost,False
Opportunity for McKinney1548,,Partner,Chris Riley,Books,3526355,285,Becker755 Inc,Japan,1/1/22,False,2016-05-27T00:00:00.000Z,Pipeline,Biotechnology,Johnny Green,AE,New Business / Add-on,Sales WW,Accessories,ENT,02 - Qualification,False
Opportunity for Barnett252,FL,Customer,Eric Sanchez,,431194,116,Myers581 Inc,Canada,2/10/21,True,2015-11-21T00:00:00.000Z,Closed,Consulting,Nicolas Weaver,BDR,Existing Business,Sales AMER,,ESMB,08 - Closed Won,True
Opportunity for Bell1517,ND,Customer,Laura Palmer,,448068,224,Rivera395 Inc,USA,7/10/21,True,2015-12-12T00:00:00.000Z,Closed,Engineering,Laura Palmer,BDR,New Business / Add-on,Sales EMEA,,SMB,08 - Closed Won,True
Opportunity for Miles1126,,Customer,Irene McCoy,Mini tablet,142400,208,Gutierrez801 Inc,Germany,7/25/21,True,2016-03-01T00:00:00.000Z,Closed,Banking,Chris Riley,AE,New Business,Sales EMEA,Tablets,COMM,08 - Closed Won,True
Opportunity for Lyons494,,Customer,John Williams,Light tablet 2,2371900,384,Johnston241 Inc,South Korea,3/12/22,False,2016-08-15T00:00:00.000Z,Pipeline,Apparel,Kelly Frazier,Alliances,New Business,Sales EMEA,Laptops,MM,02 - Qualification,False
Opportunity for Vega1066,,Customer,Laura Garza,,201572,650,Bowman940 Inc,United Kingdom,9/5/21,False,2016-02-17T00:00:00.000Z,Best Case,Finance,Harold Campbell,Alliances,New Business / Add-on,Sales EMEA,,ESMB,05 - Perception Analysis,False
Opportunity for Black67,,Partner,Evelyn Williamson,Cables,1683760,82,Black598 Inc,Japan,6/12/20,True,2014-11-12T00:00:00.000Z,Closed,Manufacturing,Laura Garza,Marketing,New Business,Sales WW,Accessories,SMB,08 - Closed Won,True
Opportunity for Hall1246,AR,Customer,Irene McCoy,Light tablet 2,937550,396,Cox450 Inc,USA,8/19/21,False,2016-03-15T00:00:00.000Z,Pipeline,Electronics,Kelly Frazier,AE,New Business / Add-on,Sales EMEA,Tablets,MM,04 - Value Proposition,False
Opportunity for Massey1601,,Customer,Irene Kelley,,154353,371,Zimmerman6 Inc,Thailand,8/4/20,True,2015-01-04T00:00:00.000Z,Closed,Insurance,Dennis Howard,BDR,New Business,Sales EMEA,,MM,08 - Closed Won,True
Opportunity for Bass32,,Customer,Julie Chavez,Courses,4010350,38,Tucker284 Inc,Belgium,12/23/20,True,2015-06-04T00:00:00.000Z,Closed,Agriculture,Nicolas Weaver,BDR,New Business / Add-on,Sales AMER,Digital Media,ESMB,08 - Closed Won,True
Opportunity for Weber983,RI,Customer,Johnny Green,,279405,539,Gutierrez48 Inc,USA,3/14/21,True,2015-12-14T00:00:00.000Z,Omitted,Telecommunications,Irene Kelley,BDR,New Business,Sales AMER,,MM,09 - Closed Lost,False
Opportunity for Bowers1284,,Partner,Doroth Gardner,Cables,229470,448,Gill754 Inc,Mexico,4/21/21,True,2016-03-16T00:00:00.000Z,Closed,Energy,Irene McCoy,BDR,Existing Business,Sales WW,Accessories,MM,08 - Closed Won,True
Opportunity for Williams149,,Customer,Dennis Howard,Light tablet 2,2305550,8,Dean902 Inc,Australia,8/22/21,False,2016-08-07T00:00:00.000Z,Pipeline,Education,Evelyn Williamson,BDR,New Business,Sales WW,Laptops,ESMB,03 - Needs Analysis,False
Opportunity for Silva728,,Customer,Laura Garza,Books,1641600,164,Mendoza936 Inc,China,8/26/21,False,2016-06-02T00:00:00.000Z,Best Case,Telecommunications,Doroth Gardner,Marketing,Existing Business,Sales AMER,Digital Media,COMM,05 - Perception Analysis,False
Opportunity for Ellis1978,KY,Partner,Irene Kelley,Mega laptop,2745600,374,Jensen729 Inc,Canada,5/31/21,True,2016-04-24T00:00:00.000Z,Closed,Consulting,Doroth Gardner,Marketing,Existing Business,Sales AMER,Laptops,SMB,08 - Closed Won,True
Opportunity for James1768,,Customer,Laura Palmer,Light laptop,1386250,601,Cummings974 Inc,Mexico,9/6/20,True,2015-01-21T00:00:00.000Z,Closed,Agriculture,Laura Garza,AE,New Business / Add-on,Sales WW,Laptops,MM,08 - Closed Won,True
Opportunity for Parker53,SD,Customer,Laura Garza,Courses,48200,77,Pittman113 Inc,Canada,11/15/20,True,2015-04-10T00:00:00.000Z,Closed,Manufacturing,Kelly Frazier,BDR,New Business,Sales EMEA,Digital Media,MM,08 - Closed Won,True
Opportunity for Keller1431,TN,Partner,Laura Garza,Books,2894390,655,Morales41 Inc,USA,9/9/21,False,2016-07-05T00:00:00.000Z,Pipeline,Banking,Nicolas Weaver,Alliances,New Business,Sales AMER,Digital Media,COMM,03 - Needs Analysis,False
Opportunity for Myers1105,,Customer,John Williams,Cables,792270,173,Lopez275 Inc,Switzerland,8/5/21,True,2016-01-10T00:00:00.000Z,Closed,Engineering,Chris Riley,AE,New Business / Add-on,Sales EMEA,Accessories,COMM,08 - Closed Won,True
Opportunity for Joseph722,,Customer,Laura Garza,,327145,163,Warner699 Inc,Russia,1/27/22,False,2016-07-30T00:00:00.000Z,Pipeline,Insurance,Chris Riley,BDR,Existing Business,Sales EMEA,,ESMB,04 - Value Proposition,False
Opportunity for Stevenson463,,Customer,Evelyn Williamson,Cables,103690,307,Flowers529 Inc,France,3/23/21,True,2016-02-10T00:00:00.000Z,Omitted,Utilities,Irene Kelley,Marketing,New Business / Add-on,Sales AMER,Accessories,ESMB,09 - Closed Lost,False
Opportunity for Francis298,,Partner,Eric Sanchez,Light tablet,219000,52,Jefferson859 Inc,Switzerland,10/8/21,False,2016-07-07T00:00:00.000Z,Best Case,Apparel,John Williams,AE,New Business / Add-on,Sales WW,Tablets,SMB,05 - Perception Analysis,False
Opportunity for Bush1960,,Customer,Johnny Green,Notebook,1540000,337,Lee192 Inc,Mexico,4/16/21,True,2015-10-30T00:00:00.000Z,Omitted,Engineering,Chris Riley,AE,New Business,Sales EMEA,Laptops,MM,09 - Closed Lost,False
Opportunity for Marsh1806,NC,Partner,John Williams,Cables,58840,662,Romero457 Inc,USA,7/5/21,True,2016-05-02T00:00:00.000Z,Closed,Energy,Eric Gutierrez,BDR,New Business / Add-on,Sales AMER,Accessories,SMB,08 - Closed Won,True
Opportunity for Carr581,,Customer,Dennis Howard,Space phone 3,61500,492,Moody613 Inc,Japan,1/4/21,True,2015-12-15T00:00:00.000Z,Closed,Transportation,John Williams,BDR,New Business,Sales WW,Phones,MM,08 - Closed Won,True
Opportunity for McGee1836,MO,Customer,Doroth Gardner,,110986,148,Wagner421 Inc,USA,7/15/21,True,2016-05-18T00:00:00.000Z,Closed,Education,Nicolas Weaver,BDR,New Business / Add-on,Sales AMER,,COMM,08 - Closed Won,True
Opportunity for Sharp1336,,Customer,Eric Gutierrez,,257198,511,Cohen28 Inc,China,7/20/21,True,2016-04-14T00:00:00.000Z,Closed,Retail,Chris Riley,AE,New Business,Sales EMEA,,GB,08 - Closed Won,True
Opportunity for Carter816,,Customer,Chris Riley,Cables,14720,313,Gutierrez38 Inc,Singapore,3/25/21,True,2016-02-16T00:00:00.000Z,Closed,Technology,Evelyn Williamson,AE,New Business,Sales WW,Accessories,ESMB,08 - Closed Won,True
Opportunity for Bennett62,,Customer,Evelyn Williamson,Light tablet 2,208375,81,Kim800 Inc,Japan,10/24/21,False,2016-05-09T00:00:00.000Z,Pipeline,Technology,Kelly Frazier,Alliances,New Business / Add-on,Sales EMEA,Phones,ESMB,04 - Value Proposition,False
Opportunity for Barrett645,,Customer,Chris Riley,Pro laptop,2221650,611,Schneider736 Inc,Spain,5/24/21,True,2015-10-15T00:00:00.000Z,Omitted,Engineering,Irene Kelley,Marketing,New Business / Add-on,Sales AMER,Laptops,COMM,09 - Closed Lost,False
Opportunity for Conner5,MI,Customer,Eric Gutierrez,Cables,32400,671,Phillips552 Inc,Canada,11/6/21,False,2016-03-14T00:00:00.000Z,Pipeline,Insurance,Laura Palmer,Alliances,Existing Business,Sales EMEA,Accessories,SMB,02 - Qualification,False
Opportunity for Swanson1252,,Partner,Eric Gutierrez,Cables,60760,399,Price807 Inc,Taiwan,8/8/20,True,2015-02-20T00:00:00.000Z,Closed,Apparel,Johnny Green,Marketing,New Business / Add-on,Sales WW,Accessories,ESMB,08 - Closed Won,True
Opportunity for Dawson434,,Partner,Johnny Green,Books,2111880,265,Carter172 Inc,Australia,12/8/20,True,2015-09-10T00:00:00.000Z,Closed,Utilities,Harold Campbell,BDR,New Business,Sales EMEA,Digital Media,ENT,08 - Closed Won,True
Opportunity for Ramirez671,VA,Customer,Eric Gutierrez,,430330,642,Wood74 Inc,Canada,7/9/21,True,2016-02-05T00:00:00.000Z,Omitted,Engineering,Irene McCoy,Marketing,Existing Business,Sales WW,,SMB,09 - Closed Lost,False
Opportunity for Lopez212,NE,Partner,Harold Campbell,Courses,2177800,91,Walton636 Inc,Canada,7/7/21,True,2016-01-11T00:00:00.000Z,Closed,Consulting,Nicolas Weaver,Alliances,Existing Business,Sales AMER,Digital Media,COMM,08 - Closed Won,True
Opportunity for Jackson959,,Customer,Catherine Brown,Mega laptop,2632925,504,Lawson921 Inc,Norway,4/22/21,True,2015-08-27T00:00:00.000Z,Closed,Engineering,Doroth Gardner,AE,New Business,Sales AMER,Laptops,GB,08 - Closed Won,True
Opportunity for Wilkins1129,NM,Partner,Evelyn Williamson,Light tablet,2210350,211,Martin56 Inc,USA,2/3/21,True,2015-08-24T00:00:00.000Z,Closed,Telecommunications,Irene Kelley,AE,New Business / Add-on,Sales AMER,Tablets,SMB,08 - Closed Won,True
Opportunity for Lamb1584,MN,Customer,Doroth Gardner,Light tablet 2,1728950,332,Long31 Inc,USA,5/19/21,True,2016-02-24T00:00:00.000Z,Omitted,Consulting,Irene Kelley,Marketing,Existing Business,Sales AMER,Laptops,COMM,09 - Closed Lost,False
Opportunity for Phillips1742,,Customer,Dennis Howard,Cases,1580935,559,Riley999 Inc,Japan,9/26/21,False,2016-05-11T00:00:00.000Z,Pipeline,Energy,Chris Riley,AE,New Business / Add-on,Sales EMEA,Accessories,SMB,02 - Qualification,False
Opportunity for Castillo325,MS,Customer,Bruce Kennedy,Light tablet 2,131750,106,Newman145 Inc,Canada,12/31/20,True,2015-11-12T00:00:00.000Z,Closed,Insurance,Kelly Frazier,AE,New Business,Sales EMEA,Tablets,MM,08 - Closed Won,True
Opportunity for Logan1198,,Partner,Eric Gutierrez,Cables,40480,319,Todd566 Inc,Taiwan,7/24/21,True,2016-07-02T00:00:00.000Z,Omitted,Technology,Eric Gutierrez,AE,New Business,Sales AMER,Accessories,ESMB,09 - Closed Lost,False
Opportunity for Alexander954,TX,Customer,Bruce Kennedy,Cables,895135,500,Clarke268 Inc,Canada,12/13/21,False,2016-05-20T00:00:00.000Z,Pipeline,Education,Dennis Howard,BDR,Existing Business,Sales EMEA,Accessories,COMM,04 - Value Proposition,False
Opportunity for Fletcher332,,Partner,Johnny Green,Space phone 2,313425,119,Pratt392 Inc,Russia,8/21/21,False,2016-06-03T00:00:00.000Z,Pipeline,Retail,Laura Palmer,AE,New Business / Add-on,Sales EMEA,Phones,ESMB,04 - Value Proposition,False
Opportunity for Gomez1357,NV,Customer,Julie Chavez,Light laptop,3618750,544,Wells423 Inc,USA,7/7/21,True,2016-01-17T00:00:00.000Z,Omitted,Banking,Chris Riley,BDR,New Business / Add-on,Sales EMEA,Laptops,COMM,09 - Closed Lost,False
Opportunity for Burgess1551,MI,Customer,Eric Gutierrez,Mouse,68600,287,Stephens391 Inc,Canada,7/21/21,True,2016-02-05T00:00:00.000Z,Closed,Insurance,Laura Palmer,Marketing,New Business / Add-on,Sales EMEA,Accessories,COMM,08 - Closed Won,True
Opportunity for Burns308,,Customer,Laura Palmer,Cables,1188240,99,Gordon406 Inc,Denmark,11/9/21,False,2016-04-09T00:00:00.000Z,Pipeline,Engineering,Irene Kelley,AE,Existing Business,Sales AMER,Accessories,COMM,03 - Needs Analysis,False
Opportunity for Henry1658,CA,Customer,Bruce Kennedy,Space phone 2,327600,457,Joseph419 Inc,Canada,1/1/21,True,2015-11-20T00:00:00.000Z,Omitted,Energy,Johnny Green,BDR,New Business,Sales WW,Phones,SMB,09 - Closed Lost,False
Opportunity for Cruz1461,AR,Customer,Irene McCoy,Cables,60160,142,Graham705 Inc,USA,9/11/21,False,2016-01-25T00:00:00.000Z,Pipeline,Apparel,Laura Palmer,AE,New Business,Sales EMEA,Accessories,MM,04 - Value Proposition,False
Opportunity for Houston1041,FL,Partner,Johnny Green,Cases,3513380,622,Rodriguez608 Inc,USA,5/16/21,True,2015-12-21T00:00:00.000Z,Closed,Media,Bruce Kennedy,BDR,New Business,Sales AMER,Accessories,SMB,08 - Closed Won,True
Opportunity for Harper529,SC,Customer,Irene McCoy,,17621,414,Bowman347 Inc,USA,5/5/21,True,2015-09-11T00:00:00.000Z,Closed,Education,Dennis Howard,AE,New Business / Add-on,Sales EMEA,,GB,08 - Closed Won,True
Opportunity for Reynolds593,,Partner,Harold Campbell,Cables,3503360,530,Peters785 Inc,Japan,9/13/21,False,2016-03-24T00:00:00.000Z,Pipeline,Biotechnology,Irene McCoy,Marketing,New Business,Sales WW,Accessories,MM,02 - Qualification,False
Opportunity for Atkins860,,Customer,Irene McCoy,Books,786220,391,Reed186 Inc,Germany,12/3/20,True,2015-06-01T00:00:00.000Z,Omitted,Retail,Kelly Frazier,AE,Existing Business,Sales EMEA,Digital Media,COMM,09 - Closed Lost,False
Opportunity for Bowen59,VT,Customer,Johnny Green,,278337,80,Cannon212 Inc,USA,10/9/21,False,2016-06-18T00:00:00.000Z,Best Case,Manufacturing,Kelly Frazier,Marketing,Existing Business,Sales EMEA,,MM,05 - Perception Analysis,False
Opportunity for Walton1035,MT,Customer,Evelyn Williamson,Light laptop,2550000,619,Bailey19 Inc,USA,10/25/20,True,2015-06-26T00:00:00.000Z,Closed,Biotechnology,Laura Palmer,Marketing,New Business,Sales EMEA,Laptops,SMB,08 - Closed Won,True
Opportunity for Glover1332,TX,Partner,Doroth Gardner,Light laptop,1053550,509,Griffith580 Inc,USA,12/26/20,True,2015-06-15T00:00:00.000Z,Closed,Transportation,Chris Riley,AE,New Business,Sales EMEA,Accessories,ESMB,08 - Closed Won,True
Opportunity for Stevens152,,Partner,Bruce Kennedy,,11883,43,Rogers668 Inc,Brazil,3/5/21,True,2015-09-25T00:00:00.000Z,Omitted,Finance,Laura Palmer,Marketing,Existing Business,Sales EMEA,,GB,09 - Closed Lost,False
Opportunity for Beck799,IA,Partner,Eric Gutierrez,,363453,273,Bass661 Inc,USA,6/20/21,True,2016-05-17T00:00:00.000Z,Closed,Agriculture,John Williams,AE,New Business / Add-on,Sales WW,,SMB,08 - Closed Won,True
Opportunity for Dunn946,,Partner,Doroth Gardner,Light laptop,2389600,495,Ortega682 Inc,Turkey,8/5/21,True,2016-06-24T00:00:00.000Z,Closed,Telecommunications,Doroth Gardner,BDR,New Business / Add-on,Sales AMER,Accessories,SMB,08 - Closed Won,True
Opportunity for Hayes1197,AR,Partner,Laura Garza,Pro laptop,1593200,318,Watkins561 Inc,USA,8/19/21,False,2016-07-02T00:00:00.000Z,Best Case,Finance,John Williams,AE,Existing Business,Sales WW,Laptops,MM,05 - Perception Analysis,False
Opportunity for Clark413,,Customer,Harold Campbell,Books,148440,72,Snyder527 Inc,United Kingdom,10/27/20,True,2015-03-11T00:00:00.000Z,Omitted,Insurance,Bruce Kennedy,AE,New Business,Sales AMER,Digital Media,MM,09 - Closed Lost,False
Opportunity for Young1496,IA,Customer,Nicolas Weaver,Space phone 3,219000,215,Owens400 Inc,USA,6/4/21,True,2015-12-16T00:00:00.000Z,Closed,Telecommunications,Laura Palmer,Marketing,Existing Business,Sales EMEA,Phones,ENT,08 - Closed Won,True
Opportunity for Pittman1309,,Partner,Laura Palmer,Books,200400,478,Alvarez45 Inc,Switzerland,5/4/21,True,2015-12-15T00:00:00.000Z,Closed,Education,Evelyn Williamson,BDR,Existing Business,Sales WW,Digital Media,SMB,08 - Closed Won,True
Opportunity for Aguilar210,,Partner,Eric Gutierrez,,202174,90,McCarthy602 Inc,Hong Kong,4/2/21,True,2016-01-05T00:00:00.000Z,Closed,Healthcare,Nicolas Weaver,AE,New Business,Sales AMER,,SMB,08 - Closed Won,True
Opportunity for Miller300,OR,Customer,Doroth Gardner,Mini tablet 2,2303500,54,Stone533 Inc,USA,4/13/21,True,2015-09-16T00:00:00.000Z,Closed,Technology,Laura Palmer,BDR,New Business,Sales EMEA,Laptops,MM,08 - Closed Won,True
Opportunity for Goodwin400,OH,Customer,Irene Kelley,Keyboard,175770,62,Todd690 Inc,USA,3/15/21,True,2016-01-22T00:00:00.000Z,Closed,Biotechnology,Doroth Gardner,BDR,New Business / Add-on,Sales AMER,Accessories,COMM,08 - Closed Won,True
Opportunity for Buchanan1756,,Customer,Irene Kelley,,76532,594,Tran866 Inc,India,6/26/21,True,2016-01-12T00:00:00.000Z,Omitted,Energy,Irene Kelley,Alliances,New Business,Sales AMER,,GB,09 - Closed Lost,False
Opportunity for Herrera1391,,Customer,Dennis Howard,Books,308865,588,Rodgers956 Inc,Germany,12/2/20,True,2015-08-09T00:00:00.000Z,Omitted,Electronics,Catherine Brown,Marketing,New Business / Add-on,Sales WW,Digital Media,SMB,09 - Closed Lost,False
Opportunity for Smith1744,,Customer,Evelyn Williamson,Cables,535160,560,Casey767 Inc,United Kingdom,1/27/21,True,2015-08-13T00:00:00.000Z,Omitted,Energy,Eric Sanchez,Marketing,New Business,Sales WW,Accessories,GB,09 - Closed Lost,False
Opportunity for Moss58,,Customer,Laura Garza,Mega laptop,2623525,79,McGuire151 Inc,Russia,2/8/21,True,2015-09-26T00:00:00.000Z,Omitted,Transportation,Laura Garza,AE,New Business / Add-on,Sales WW,Laptops,GB,09 - Closed Lost,False
Opportunity for Keller612,NE,Partner,Irene McCoy,Courses,765600,563,Rodgers461 Inc,USA,7/19/21,True,2015-12-20T00:00:00.000Z,Omitted,Retail,Bruce Kennedy,BDR,Existing Business,Sales AMER,Digital Media,ESMB,09 - Closed Lost,False
Opportunity for Mendoza431,SC,Customer,Irene McCoy,Light tablet 2,3615050,263,Bowman347 Inc,USA,5/4/21,True,2016-01-25T00:00:00.000Z,Omitted,Education,John Williams,Marketing,New Business,Sales WW,Laptops,GB,09 - Closed Lost,False
Opportunity for Jones110,AZ,Customer,Eric Gutierrez,Cables,1193160,108,Glover937 Inc,USA,3/9/21,True,2016-02-12T00:00:00.000Z,Closed,Agriculture,Irene Kelley,Marketing,New Business / Add-on,Sales AMER,Accessories,GB,08 - Closed Won,True
Opportunity for Nichols1204,CO,Partner,Johnny Green,Mega laptop,2169600,322,Stone167 Inc,USA,7/6/21,True,2016-05-05T00:00:00.000Z,Closed,Energy,John Williams,AE,New Business,Sales WW,Laptops,ESMB,08 - Closed Won,True
Opportunity for Lane987,ME,Customer,Evelyn Williamson,,316254,540,Joseph730 Inc,Canada,2/2/21,True,2015-06-20T00:00:00.000Z,Closed,Energy,Evelyn Williamson,AE,New Business,Sales WW,,MM,08 - Closed Won,True
Opportunity for Schwartz75,,Partner,Irene Kelley,Courses,499450,84,Myers320 Inc,Japan,9/18/21,False,2016-08-10T00:00:00.000Z,Pipeline,Agriculture,Catherine Brown,AE,New Business / Add-on,Sales WW,Digital Media,SMB,02 - Qualification,False
Opportunity for Garner740,,Customer,Irene Kelley,Mini tablet,155600,201,Summers987 Inc,Spain,10/4/21,False,2016-06-22T00:00:00.000Z,Best Case,Transportation,John Williams,Alliances,New Business / Add-on,Sales WW,Tablets,SMB,05 - Perception Analysis,False
Opportunity for Carson641,MN,Customer,Johnny Green,Books,376955,607,Reid29 Inc,USA,1/22/21,True,2015-09-03T00:00:00.000Z,Closed,Biotechnology,Evelyn Williamson,AE,Existing Business,Sales WW,Accessories,SMB,08 - Closed Won,True
Opportunity for Santiago1975,,Customer,Dennis Howard,Courses,122200,343,Rodgers956 Inc,Germany,11/6/21,False,2016-06-29T00:00:00.000Z,Pipeline,Electronics,Eric Gutierrez,AE,New Business,Sales AMER,Digital Media,SMB,01 - Prospecting,False
Opportunity for Salazar953,AR,Partner,Laura Garza,,100267,499,Watkins561 Inc,USA,10/2/21,False,2016-05-03T00:00:00.000Z,Best Case,Finance,Evelyn Williamson,BDR,New Business,Sales WW,,MM,05 - Perception Analysis,False
Opportunity for Barton675,,Customer,Evelyn Williamson,Keyboard,105210,644,Webster87 Inc,Australia,12/5/20,True,2015-07-09T00:00:00.000Z,Closed,Retail,Johnny Green,Marketing,New Business / Add-on,Sales WW,Accessories,SMB,08 - Closed Won,True
