Opportunity Name,Billing State/Province,Account Type,Account Owner,Product Name,Amount,Billing Country,Account Name,Close Date,Closed,Created Date,Industry,Opportunity Owner,Opportunity Source,Opportunity Type,Owner Role,Product Family,Segment,Stage,Won
Opportunity for Harper1957,ND,Partner,Irene Kelley,Certifications,421000,Canada,Fowler322 Inc,2016-08-14,true,2016-05-22T00:00:00.000Z,Apparel,Evelyn Williamson,BDR,New Business,Sales WW,Digital Media,SMB,08 - Closed Won,true
Opportunity for Stone1959,VT,Customer,Irene Kelley,Light laptop,1052275,USA,Payne411 Inc,2016-06-14,true,2016-02-23T00:00:00.000Z,Communications,Irene McCoy,Marketing,New Business / Add-on,Sales WW,Laptops,SMB,08 - Closed Won,true
Opportunity for Bush1960,,Customer,Johnny Green,Notebook,1540000,Mexico,Lee192 Inc,2016-04-15,true,2015-10-30T00:00:00.000Z,Engineering,Chris Riley,AE,New Business,Sales EMEA,Laptops,MM,09 - Closed Lost,false
Opportunity for Murphy1963,NC,Customer,Irene McCoy,Cables,1241390,South Africa,Rivera969 Inc,2016-12-30,false,2016-06-16T00:00:00.000Z,Manufacturing,Doroth Gardner,BDR,New Business,Sales AMER,Accessories,SMB,07 - Negotiation/Review,false
Opportunity for Carson1966,,Customer,John Williams,Light laptop,3392500,United Kingdom,Salazar150 Inc,2016-01-02,true,2015-05-27T00:00:00.000Z,Utilities,Johnny Green,Marketing,New Business,Sales WW,Laptops,SMB,09 - Closed Lost,false
Opportunity for Bowen1968,,Customer,Irene McCoy,Books,125340,Sweden,Reeves202 Inc,2016-08-24,false,2016-08-07T00:00:00.000Z,Apparel,Johnny Green,Marketing,New Business,Sales WW,Accessories,COMM,02 - Qualification,false
Opportunity for Nguyen1971,KY,Partner,John Williams,Books,2049800,USA,Pope139 Inc,2016-11-25,false,2016-05-11T00:00:00.000Z,Transportation,Irene Kelley,Marketing,New Business / Add-on,Sales AMER,Digital Media,ESMB,06 - Proposal/Price Quote,false
Opportunity for Malone1973,,Partner,Catherine Brown,Keyboard,108630,Thailand,Simmons663 Inc,2016-09-10,false,2016-03-03T00:00:00.000Z,Energy,Doroth Gardner,Alliances,New Business / Add-on,Sales AMER,Accessories,COMM,04 - Value Proposition,false
Opportunity for Santiago1975,,Customer,Dennis Howard,Courses,122200,Germany,Rodgers956 Inc,2016-11-05,false,2016-06-29T00:00:00.000Z,Electronics,Eric Gutierrez,AE,New Business,Sales AMER,Digital Media,SMB,01 - Prospecting,false
Opportunity for Clayton468,ID,Customer,Bruce Kennedy,Cables,999960,USA,Carroll694 Inc,2015-09-22,true,2015-03-21T00:00:00.000Z,Communications,Nicolas Weaver,AE,Existing Business,Sales AMER,Accessories,COMM,08 - Closed Won,true
Opportunity for Tucker470,,Customer,Laura Garza,Light tablet 2,2254450,Hong Kong,Lloyd845 Inc,2016-09-20,false,2016-06-09T00:00:00.000Z,Banking,Nicolas Weaver,AE,Existing Business,Sales AMER,Laptops,COMM,07 - Negotiation/Review,false
Opportunity for Norman472,NE,Partner,Irene McCoy,Certifications,2807700,USA,Rodgers461 Inc,2016-06-03,true,2015-11-20T00:00:00.000Z,Retail,Laura Garza,Alliances,New Business,Sales WW,Digital Media,ESMB,08 - Closed Won,true
Opportunity for Harrison476,PA,Customer,Johnny Green,Keyboard,2276590,Canada,Carson909 Inc,2016-03-29,true,2015-09-08T00:00:00.000Z,Technology,Kelly Frazier,BDR,New Business,Sales EMEA,Accessories,COMM,08 - Closed Won,true
Opportunity for Stokes477,,Partner,Irene Kelley,,328949,Japan,Tran514 Inc,2016-08-03,true,2015-12-31T00:00:00.000Z,Engineering,Doroth Gardner,Marketing,New Business,Sales AMER,,ENT,08 - Closed Won,true
Opportunity for Henry479,AZ,Partner,Kelly Frazier,Certifications,3168250,USA,Buchanan609 Inc,2016-08-03,true,2016-06-07T00:00:00.000Z,Finance,Bruce Kennedy,BDR,New Business,Sales AMER,Accessories,ENT,08 - Closed Won,true
Opportunity for Shaw480,,Customer,Eric Sanchez,Space phone 3,605000,Italy,Nguyen156 Inc,2016-10-13,false,2016-05-24T00:00:00.000Z,Healthcare,Harold Campbell,AE,New Business,Sales EMEA,Phones,ENT,05 - Perception Analysis,false
Opportunity for Pittman483,,Customer,Irene McCoy,Cables,458680,Germany,Reese490 Inc,2016-04-21,true,2016-04-01T00:00:00.000Z,Communications,Eric Gutierrez,AE,Existing Business,Sales AMER,Accessories,MM,09 - Closed Lost,false
Opportunity for Sanchez828,,Partner,Kelly Frazier,Cables,397710,Thailand,Sutton709 Inc,2016-09-12,false,2016-03-04T00:00:00.000Z,Media,Doroth Gardner,AE,New Business,Sales AMER,Accessories,MM,07 - Negotiation/Review,false
Opportunity for Medina832,,Partner,Evelyn Williamson,Books,789160,Mexico,Gill296 Inc,2016-01-24,true,2015-11-23T00:00:00.000Z,Energy,Kelly Frazier,Marketing,Existing Business,Sales EMEA,Digital Media,GB,08 - Closed Won,true
Opportunity for Nash833,KS,Customer,Nicolas Weaver,Books,51480,USA,Martin949 Inc,2016-07-17,true,2016-04-23T00:00:00.000Z,Finance,Laura Palmer,Alliances,New Business / Add-on,Sales EMEA,Digital Media,SMB,08 - Closed Won,true
Opportunity for Thomas843,,Partner,Laura Garza,Mini tablet,2124300,Denmark,Harper70 Inc,2016-04-23,true,2015-12-02T00:00:00.000Z,Education,Irene Kelley,Marketing,New Business,Sales AMER,Laptops,ESMB,08 - Closed Won,true
Opportunity for Hughes845,MN,Customer,Chris Riley,Space phone 3,1405500,USA,Obrien994 Inc,2016-09-15,false,2016-06-06T00:00:00.000Z,Agriculture,Nicolas Weaver,Marketing,New Business,Sales AMER,Phones,SMB,03 - Needs Analysis,false
Opportunity for Weber1216,,Customer,Evelyn Williamson,Courses,329425,Denmark,Hunt786 Inc,2016-03-01,true,2016-01-13T00:00:00.000Z,Electronics,Eric Sanchez,Marketing,New Business / Add-on,Sales WW,Digital Media,ENT,08 - Closed Won,true
Opportunity for Carpenter1221,,Partner,Julie Chavez,Books,2887700,Norway,Murphy861 Inc,2016-08-31,false,2016-06-22T00:00:00.000Z,Communications,Irene McCoy,BDR,New Business,Sales WW,Digital Media,GB,06 - Proposal/Price Quote,false
Opportunity for Spencer1223,NE,Partner,Julie Chavez,Cables,32480,Canada,Chandler98 Inc,2016-11-23,false,2016-05-29T00:00:00.000Z,Insurance,Chris Riley,BDR,New Business,Sales EMEA,Accessories,SMB,05 - Perception Analysis,false
Opportunity for Romero1224,NJ,Customer,Laura Garza,,4561,USA,Rios830 Inc,2016-12-17,false,2016-06-08T00:00:00.000Z,Apparel,Evelyn Williamson,AE,New Business,Sales WW,,MM,05 - Perception Analysis,false
Opportunity for Young1227,,Customer,Irene Kelley,Cases,1207960,India,Tran866 Inc,2016-08-13,true,2016-07-30T00:00:00.000Z,Energy,John Williams,BDR,New Business / Add-on,Sales WW,Accessories,GB,08 - Closed Won,true
Opportunity for Paul1228,CT,Customer,John Williams,Keyboard,368530,Canada,Morton698 Inc,2016-07-21,true,2016-01-24T00:00:00.000Z,Apparel,Bruce Kennedy,BDR,Existing Business,Sales AMER,Accessories,GB,08 - Closed Won,true
Opportunity for Higgins1229,,Customer,Nicolas Weaver,Notebook,720875,Taiwan,Robbins449 Inc,2016-05-11,true,2016-01-25T00:00:00.000Z,Engineering,Eric Sanchez,AE,New Business / Add-on,Sales WW,Laptops,GB,08 - Closed Won,true
Opportunity for Brown1230,,Customer,John Williams,Cables,2454990,United Kingdom,Hampton15 Inc,2016-12-11,false,2016-05-21T00:00:00.000Z,Utilities,Irene McCoy,Marketing,New Business / Add-on,Sales WW,Accessories,ENT,02 - Qualification,false
Opportunity for Baker1232,OK,Customer,Eric Sanchez,Cables,20240,Canada,Norton877 Inc,2015-07-28,true,2015-01-03T00:00:00.000Z,Consulting,Eric Sanchez,Marketing,New Business,Sales WW,Accessories,SMB,08 - Closed Won,true
Opportunity for Bass1237,MO,Customer,Evelyn Williamson,Books,2855840,USA,Curtis678 Inc,2017-02-24,false,2016-07-05T00:00:00.000Z,Technology,Irene Kelley,AE,New Business / Add-on,Sales AMER,Digital Media,COMM,02 - Qualification,false
Opportunity for Barton1587,,Customer,Kelly Frazier,Keyboard,65070,Brazil,Flores159 Inc,2016-02-26,true,2015-08-21T00:00:00.000Z,Media,Laura Garza,AE,New Business / Add-on,Sales WW,Accessories,COMM,09 - Closed Lost,false
Opportunity for Kelley1593,HI,Partner,Bruce Kennedy,Courses,1498260,USA,Abbott372 Inc,2016-05-24,true,2016-01-16T00:00:00.000Z,Consulting,John Williams,Alliances,New Business,Sales WW,Accessories,GB,09 - Closed Lost,false
Opportunity for Wood1594,,Customer,Eric Gutierrez,Cables,140105,Thailand,Henderson891 Inc,2016-05-13,true,2016-01-07T00:00:00.000Z,Banking,John Williams,AE,New Business,Sales WW,Accessories,MM,09 - Closed Lost,false
Opportunity for Alvarado1597,,Partner,Irene McCoy,Light tablet,4824325,Singapore,Nichols662 Inc,2016-04-30,true,2015-10-21T00:00:00.000Z,Manufacturing,Catherine Brown,Alliances,New Business / Add-on,Sales WW,Laptops,SMB,08 - Closed Won,true
Opportunity for Massey1601,,Customer,Irene Kelley,,154353,Thailand,Zimmerman6 Inc,2015-08-04,true,2015-01-04T00:00:00.000Z,Insurance,Dennis Howard,BDR,New Business,Sales EMEA,,MM,08 - Closed Won,true
Opportunity for Barker1602,,Customer,Irene McCoy,Light tablet,951000,Taiwan,Briggs402 Inc,2016-11-20,false,2016-07-04T00:00:00.000Z,Finance,Bruce Kennedy,BDR,Existing Business,Sales AMER,Tablets,SMB,03 - Needs Analysis,false
Opportunity for Cunningham1976,NE,Customer,Doroth Gardner,Certifications,503975,Canada,Webb165 Inc,2016-03-06,true,2015-11-26T00:00:00.000Z,Apparel,Evelyn Williamson,Alliances,New Business / Add-on,Sales WW,Accessories,MM,08 - Closed Won,true
Opportunity for Ellis1978,KY,Partner,Irene Kelley,Mega laptop,2745600,Canada,Jensen729 Inc,2016-05-30,true,2016-04-24T00:00:00.000Z,Consulting,Doroth Gardner,Marketing,Existing Business,Sales AMER,Laptops,SMB,08 - Closed Won,true
Opportunity for McLaughlin1979,AR,Customer,Eric Sanchez,Cables,98850,USA,Abbott358 Inc,2016-08-15,true,2016-03-11T00:00:00.000Z,Media,Bruce Kennedy,AE,New Business,Sales AMER,Accessories,MM,08 - Closed Won,true
Opportunity for Park1980,TN,Customer,Eric Gutierrez,Light tablet 2,532950,Canada,Haynes326 Inc,2016-11-24,false,2016-05-03T00:00:00.000Z,Media,Chris Riley,Marketing,New Business,Sales EMEA,Tablets,SMB,04 - Value Proposition,false
Opportunity for Mann1985,CO,Customer,Bruce Kennedy,Cables,498880,Canada,Coleman369 Inc,2016-01-11,true,2015-08-18T00:00:00.000Z,Media,Doroth Gardner,AE,New Business / Add-on,Sales AMER,Accessories,MM,09 - Closed Lost,false
Opportunity for Paul1992,NY,Partner,Harold Campbell,Books,650350,USA,Sims815 Inc,2016-08-16,true,2016-03-30T00:00:00.000Z,Finance,Doroth Gardner,Marketing,New Business,Sales AMER,Accessories,ESMB,09 - Closed Lost,false
Opportunity for Spencer490,ND,Partner,Irene Kelley,,281412,Canada,Fowler322 Inc,2016-07-09,true,2016-03-21T00:00:00.000Z,Apparel,Eric Sanchez,AE,New Business,Sales WW,,SMB,09 - Closed Lost,false
Opportunity for Burton1994,ID,Customer,Irene McCoy,Cables,987930,Canada,Graves33 Inc,2017-01-30,false,2016-08-12T00:00:00.000Z,Telecommunications,Harold Campbell,Alliances,New Business / Add-on,Sales EMEA,Accessories,MM,03 - Needs Analysis,false
Opportunity for Santiago1997,,Customer,Chris Riley,Cables,1394000,Russia,Bennett519 Inc,2016-08-05,true,2016-04-11T00:00:00.000Z,Manufacturing,Laura Palmer,Alliances,New Business,Sales EMEA,Accessories,MM,08 - Closed Won,true
Opportunity for Diaz488,KY,Partner,Irene Kelley,Keyboard,1026530,Canada,Jensen729 Inc,2015-08-30,true,2015-07-21T00:00:00.000Z,Consulting,Chris Riley,Alliances,New Business,Sales EMEA,Accessories,SMB,08 - Closed Won,true
Opportunity for Wilkerson493,,Customer,Irene Kelley,Space phone 2,597750,India,Tran866 Inc,2016-01-27,true,2016-01-08T00:00:00.000Z,Energy,Evelyn Williamson,AE,New Business,Sales WW,Phones,GB,08 - Closed Won,true
Opportunity for Lyons494,,Customer,John Williams,Light tablet 2,2371900,South Korea,Johnston241 Inc,2017-03-11,false,2016-08-15T00:00:00.000Z,Apparel,Kelly Frazier,Alliances,New Business,Sales EMEA,Laptops,MM,02 - Qualification,false
Opportunity for Smith497,,Customer,Doroth Gardner,Books,1527725,Denmark,Gonzales409 Inc,2015-08-18,true,2015-06-20T00:00:00.000Z,Engineering,Evelyn Williamson,Alliances,New Business / Add-on,Sales WW,Digital Media,GB,08 - Closed Won,true
Opportunity for Reeves502,,Customer,Doroth Gardner,Cables,439140,Sweden,Patrick806 Inc,2016-04-08,true,2015-10-23T00:00:00.000Z,Energy,Johnny Green,AE,New Business / Add-on,Sales WW,Accessories,ESMB,09 - Closed Lost,false
Opportunity for Pope508,,Customer,Harold Campbell,,499523,China,Hoffman761 Inc,2016-08-02,true,2016-07-03T00:00:00.000Z,Apparel,Doroth Gardner,BDR,New Business / Add-on,Sales AMER,,ENT,09 - Closed Lost,false
Opportunity for Fernandez851,,Customer,John Williams,Keyboard,352350,Russia,Vega214 Inc,2016-06-21,true,2016-04-27T00:00:00.000Z,Electronics,Kelly Frazier,AE,Existing Business,Sales EMEA,Accessories,SMB,08 - Closed Won,true
Opportunity for Gordon852,AZ,Partner,Dennis Howard,Certifications,762410,Canada,Robertson5 Inc,2016-11-27,false,2016-07-08T00:00:00.000Z,Agriculture,Harold Campbell,AE,New Business / Add-on,Sales EMEA,Accessories,GB,02 - Qualification,false
Opportunity for Johnson854,NC,Partner,Chris Riley,Light tablet,1836150,USA,Moss480 Inc,2015-06-28,true,2015-01-16T00:00:00.000Z,Engineering,Irene McCoy,Marketing,Existing Business,Sales WW,Tablets,COMM,09 - Closed Lost,false
Opportunity for Atkins860,,Customer,Irene McCoy,Books,786220,Germany,Reed186 Inc,2015-12-03,true,2015-06-01T00:00:00.000Z,Retail,Kelly Frazier,AE,Existing Business,Sales EMEA,Digital Media,COMM,09 - Closed Lost,false
Opportunity for Porter867,,Customer,Harold Campbell,Space phone 3,151500,Germany,Salazar257 Inc,2015-12-17,true,2015-05-17T00:00:00.000Z,Manufacturing,Catherine Brown,BDR,New Business,Sales WW,Phones,COMM,09 - Closed Lost,false
Opportunity for Gordon872,,Customer,John Williams,Books,339815,Norway,Myers448 Inc,2015-09-14,true,2015-06-23T00:00:00.000Z,Technology,Harold Campbell,AE,New Business / Add-on,Sales EMEA,Accessories,MM,08 - Closed Won,true
Opportunity for Rogers1242,LA,Customer,Laura Palmer,Certifications,3907275,USA,Watts685 Inc,2016-04-03,true,2015-09-28T00:00:00.000Z,Biotechnology,John Williams,AE,New Business,Sales WW,Digital Media,GB,08 - Closed Won,true
Opportunity for Parks1244,,Customer,Bruce Kennedy,Mini tablet 2,436500,Thailand,Webb232 Inc,2016-05-19,true,2016-04-25T00:00:00.000Z,Media,Evelyn Williamson,BDR,Existing Business,Sales WW,Tablets,SMB,08 - Closed Won,true
Opportunity for Hall1246,AR,Customer,Irene McCoy,Light tablet 2,937550,USA,Cox450 Inc,2016-08-18,false,2016-03-15T00:00:00.000Z,Electronics,Kelly Frazier,AE,New Business / Add-on,Sales EMEA,Tablets,MM,04 - Value Proposition,false
Opportunity for Cole1249,,Customer,Kelly Frazier,Cases,50890,Germany,Hart828 Inc,2016-08-18,false,2016-06-07T00:00:00.000Z,Electronics,Bruce Kennedy,Alliances,New Business / Add-on,Sales AMER,Accessories,GB,05 - Perception Analysis,false
Opportunity for Morton1251,TN,Customer,Eric Gutierrez,,25095,USA,Fox517 Inc,2016-03-11,true,2016-01-16T00:00:00.000Z,Energy,Eric Sanchez,AE,New Business,Sales WW,,GB,08 - Closed Won,true
Opportunity for Swanson1252,,Partner,Eric Gutierrez,Cables,60760,Taiwan,Price807 Inc,2015-08-08,true,2015-02-20T00:00:00.000Z,Apparel,Johnny Green,Marketing,New Business / Add-on,Sales WW,Accessories,ESMB,08 - Closed Won,true
Opportunity for Thomas1257,DE,Partner,Bruce Kennedy,Cables,1499560,USA,Carlson744 Inc,2015-06-02,true,2014-11-26T00:00:00.000Z,Banking,Chris Riley,Alliances,New Business / Add-on,Sales EMEA,Accessories,MM,09 - Closed Lost,false
Opportunity for Delgado1258,CA,Customer,Laura Garza,Certifications,2129900,Canada,Hughes308 Inc,2015-11-26,true,2015-04-18T00:00:00.000Z,Finance,Laura Palmer,Marketing,New Business / Add-on,Sales EMEA,Digital Media,COMM,09 - Closed Lost,false
Opportunity for Terry1604,LA,Customer,Julie Chavez,Space phone 3,259500,Canada,Cross858 Inc,2015-06-25,true,2015-01-11T00:00:00.000Z,Energy,Catherine Brown,Alliances,New Business,Sales WW,Phones,MM,08 - Closed Won,true
Opportunity for Cook1618,,Customer,John Williams,Keyboard,835870,Belgium,May967 Inc,2016-07-07,true,2016-03-07T00:00:00.000Z,Manufacturing,Chris Riley,AE,New Business,Sales EMEA,Accessories,ESMB,09 - Closed Lost,false
Opportunity for Singleton1620,IL,Customer,Laura Garza,Courses,3057500,Canada,Wade723 Inc,2016-02-25,true,2016-01-04T00:00:00.000Z,Banking,Johnny Green,Marketing,New Business,Sales WW,Accessories,SMB,08 - Closed Won,true
Opportunity for Stanley1623,,Partner,Johnny Green,,15637,Belgium,Bowers460 Inc,2016-08-11,true,2016-07-24T00:00:00.000Z,Banking,Irene Kelley,Alliances,New Business / Add-on,Sales AMER,,COMM,08 - Closed Won,true
Opportunity for Morrison510,,Customer,Dennis Howard,,75289,Australia,Carr43 Inc,2015-11-13,true,2015-03-25T00:00:00.000Z,Apparel,Doroth Gardner,Alliances,New Business,Sales AMER,,MM,08 - Closed Won,true
Opportunity for Elliott511,,Customer,Catherine Brown,Cases,679555,Belgium,Figueroa166 Inc,2016-12-25,false,2016-08-02T00:00:00.000Z,Utilities,Catherine Brown,Alliances,New Business,Sales WW,Accessories,SMB,03 - Needs Analysis,false
Opportunity for Wilkerson513,GA,Customer,Evelyn Williamson,Keyboard,138690,USA,Rivera752 Inc,2016-03-30,true,2015-11-29T00:00:00.000Z,Banking,John Williams,AE,New Business,Sales WW,Accessories,MM,08 - Closed Won,true
Opportunity for Barnes515,CA,Customer,Catherine Brown,Cables,2171760,Canada,Houston191 Inc,2015-09-26,true,2015-03-22T00:00:00.000Z,Energy,Harold Campbell,BDR,New Business,Sales EMEA,Accessories,ESMB,08 - Closed Won,true
Opportunity for Collier517,,Customer,Harold Campbell,Mouse,211050,Japan,Tucker401 Inc,2016-10-22,false,2016-02-26T00:00:00.000Z,Communications,Nicolas Weaver,BDR,New Business / Add-on,Sales AMER,Accessories,SMB,02 - Qualification,false
Opportunity for Hansen520,KY,Partner,Irene Kelley,Books,104940,Canada,Shelton873 Inc,2016-10-07,false,2016-04-07T00:00:00.000Z,Engineering,Catherine Brown,Marketing,New Business / Add-on,Sales WW,Accessories,SMB,04 - Value Proposition,false
Opportunity for Clarke523,,Customer,Laura Garza,Courses,4805100,Spain,Casey47 Inc,2016-03-31,true,2016-01-05T00:00:00.000Z,Education,Eric Gutierrez,Alliances,New Business / Add-on,Sales AMER,Accessories,ESMB,09 - Closed Lost,false
Opportunity for Dennis524,GA,Partner,Nicolas Weaver,Books,3390620,USA,Rodgers79 Inc,2016-02-09,true,2015-12-30T00:00:00.000Z,Banking,Eric Gutierrez,AE,New Business,Sales AMER,Accessories,MM,08 - Closed Won,true
Opportunity for Harper529,SC,Customer,Irene McCoy,,17621,USA,Bowman347 Inc,2016-05-04,true,2015-09-11T00:00:00.000Z,Education,Dennis Howard,AE,New Business / Add-on,Sales EMEA,,GB,08 - Closed Won,true
Opportunity for Duncan873,AR,Customer,Irene McCoy,Light laptop,2400250,USA,Cox450 Inc,2015-08-21,true,2015-05-26T00:00:00.000Z,Electronics,Eric Sanchez,Marketing,New Business,Sales WW,Accessories,MM,08 - Closed Won,true
Opportunity for Daniel875,MI,Customer,Kelly Frazier,Cables,5023650,Canada,Stevenson954 Inc,2016-05-10,true,2016-04-23T00:00:00.000Z,Insurance,Eric Gutierrez,Marketing,Existing Business,Sales AMER,Accessories,MM,08 - Closed Won,true
Opportunity for Duncan885,,Partner,Julie Chavez,,413101,Norway,Murphy861 Inc,2016-10-14,false,2016-03-12T00:00:00.000Z,Communications,Eric Sanchez,Alliances,New Business,Sales WW,,GB,02 - Qualification,false
Opportunity for Baker1261,,Customer,John Williams,Keyboard,41580,Taiwan,Coleman170 Inc,2016-06-13,true,2015-11-15T00:00:00.000Z,Banking,Dennis Howard,Marketing,New Business / Add-on,Sales EMEA,Accessories,ENT,09 - Closed Lost,false
Opportunity for Perkins1263,,Customer,Doroth Gardner,Books,1314185,South Korea,Turner924 Inc,2016-11-27,false,2016-08-11T00:00:00.000Z,Utilities,Laura Garza,AE,Existing Business,Sales WW,Digital Media,ESMB,07 - Negotiation/Review,false
Opportunity for Malone1276,TX,Customer,Bruce Kennedy,Space phone 2,196200,Canada,Clarke268 Inc,2016-04-22,true,2015-10-11T00:00:00.000Z,Education,Laura Garza,AE,New Business / Add-on,Sales WW,Phones,COMM,08 - Closed Won,true
Opportunity for Blake1279,HI,Partner,Johnny Green,,229996,Canada,Butler152 Inc,2015-10-31,true,2015-04-19T00:00:00.000Z,Electronics,Chris Riley,Marketing,New Business / Add-on,Sales EMEA,,SMB,08 - Closed Won,true
Opportunity for Chandler1281,,Customer,Johnny Green,Certifications,2336600,Mexico,Lee192 Inc,2016-11-22,false,2016-06-09T00:00:00.000Z,Engineering,Irene McCoy,Marketing,New Business,Sales WW,Digital Media,MM,05 - Perception Analysis,false
Opportunity for Bradley1628,CO,Customer,Laura Palmer,Keyboard,326160,USA,Vega718 Inc,2016-04-11,true,2015-10-20T00:00:00.000Z,Energy,Laura Garza,Marketing,New Business / Add-on,Sales WW,Accessories,COMM,08 - Closed Won,true
Opportunity for Marsh1634,MO,Partner,Bruce Kennedy,Light tablet,3055100,USA,Gilbert774 Inc,2016-03-15,true,2016-01-03T00:00:00.000Z,Media,Chris Riley,Marketing,New Business,Sales EMEA,Laptops,MM,09 - Closed Lost,false
Opportunity for Jacobs1642,,Customer,Julie Chavez,Pro laptop,2560600,Switzerland,Davidson606 Inc,2016-08-06,true,2016-01-04T00:00:00.000Z,Healthcare,Irene McCoy,Alliances,Existing Business,Sales WW,Laptops,GB,09 - Closed Lost,false
Opportunity for Baker1644,,Customer,John Williams,Mega laptop,2440900,Norway,Steele90 Inc,2015-12-28,true,2015-09-09T00:00:00.000Z,Transportation,John Williams,AE,New Business,Sales WW,Laptops,ESMB,08 - Closed Won,true
Opportunity for Wright1651,,Partner,Johnny Green,,286073,Japan,Roberts804 Inc,2016-04-26,true,2016-01-31T00:00:00.000Z,Banking,Irene McCoy,Marketing,New Business,Sales WW,,MM,08 - Closed Won,true
Opportunity for McKenzie1652,,Partner,Julie Chavez,Light laptop,2386625,France,Warren653 Inc,2016-08-12,true,2016-04-07T00:00:00.000Z,Retail,Eric Gutierrez,Marketing,New Business,Sales AMER,Laptops,MM,08 - Closed Won,true
Opportunity for Newton532,,Partner,Harold Campbell,,45265,Italy,Fletcher234 Inc,2016-08-24,false,2016-02-12T00:00:00.000Z,Manufacturing,Evelyn Williamson,Marketing,New Business / Add-on,Sales WW,,SMB,07 - Negotiation/Review,false
Opportunity for Schwartz533,IL,Customer,Laura Garza,Keyboard,632960,Canada,Wade723 Inc,2016-02-12,true,2015-08-29T00:00:00.000Z,Banking,Dennis Howard,BDR,New Business / Add-on,Sales EMEA,Accessories,SMB,08 - Closed Won,true
Opportunity for Hunter534,,Customer,Harold Campbell,Light tablet 2,234750,China,Graves925 Inc,2016-02-16,true,2016-01-28T00:00:00.000Z,Education,Kelly Frazier,BDR,Existing Business,Sales EMEA,Tablets,ENT,09 - Closed Lost,false
Opportunity for Matthews542,MN,Customer,Laura Garza,Cables,913240,USA,Hines107 Inc,2015-10-02,true,2015-04-25T00:00:00.000Z,Energy,Eric Gutierrez,BDR,New Business,Sales AMER,Accessories,MM,08 - Closed Won,true
Opportunity for Wong544,,Partner,Eric Sanchez,Light laptop,3498250,Denmark,Walters918 Inc,2016-03-15,true,2015-08-14T00:00:00.000Z,Consulting,Harold Campbell,BDR,New Business,Sales EMEA,Laptops,MM,09 - Closed Lost,false
Opportunity for Mack545,,Partner,Bruce Kennedy,Books,551580,Germany,Fowler307 Inc,2015-12-15,true,2015-12-04T00:00:00.000Z,Agriculture,John Williams,Alliances,New Business,Sales WW,Digital Media,MM,08 - Closed Won,true
Opportunity for Watkins896,,Customer,Harold Campbell,Courses,358100,China,Herrera637 Inc,2016-06-06,true,2016-05-24T00:00:00.000Z,Utilities,Nicolas Weaver,Marketing,New Business,Sales AMER,Digital Media,MM,08 - Closed Won,true
Opportunity for Bridges897,,Customer,Julie Chavez,Light laptop,1316850,China,Benson346 Inc,2016-01-21,true,2015-08-08T00:00:00.000Z,Technology,John Williams,Marketing,Existing Business,Sales WW,Laptops,MM,09 - Closed Lost,false
Opportunity for Wilkerson900,,Customer,John Williams,Cables,3537660,Japan,Gray676 Inc,2017-02-16,false,2016-07-14T00:00:00.000Z,Biotechnology,Irene McCoy,AE,New Business,Sales WW,Accessories,SMB,01 - Prospecting,false
Opportunity for Black902,NE,Partner,Harold Campbell,Space phone 3,340500,Canada,Walton636 Inc,2016-05-04,true,2015-10-18T00:00:00.000Z,Consulting,Bruce Kennedy,Marketing,New Business,Sales AMER,Phones,COMM,08 - Closed Won,true
Opportunity for Morales903,MS,Customer,Eric Sanchez,Keyboard,2317340,Canada,Sharp764 Inc,2016-06-09,true,2015-12-16T00:00:00.000Z,Technology,Evelyn Williamson,Marketing,New Business / Add-on,Sales WW,Accessories,SMB,08 - Closed Won,true
Opportunity for Doyle904,,Customer,Doroth Gardner,,94283,Sweden,Stevenson884 Inc,2016-07-06,true,2016-05-15T00:00:00.000Z,Education,Catherine Brown,Marketing,New Business,Sales WW,,SMB,08 - Closed Won,true
Opportunity for Williamson906,UT,Customer,Chris Riley,Courses,2449675,Canada,Hogan989 Inc,2016-06-04,true,2016-02-28T00:00:00.000Z,Transportation,Laura Garza,Alliances,New Business / Add-on,Sales WW,Digital Media,ESMB,08 - Closed Won,true
Opportunity for Black908,LA,Customer,Dennis Howard,Courses,165000,Canada,Medina246 Inc,2016-05-05,true,2015-11-11T00:00:00.000Z,Utilities,Johnny Green,Marketing,New Business,Sales WW,Digital Media,ESMB,08 - Closed Won,true
Opportunity for Brady910,,Partner,Dennis Howard,Light tablet,1355700,Hong Kong,Medina787 Inc,2016-01-30,true,2015-06-15T00:00:00.000Z,Energy,Kelly Frazier,BDR,New Business / Add-on,Sales EMEA,Phones,MM,08 - Closed Won,true
Opportunity for Evans911,,Customer,Laura Palmer,Cables,185630,Russia,Aguilar870 Inc,2016-08-22,false,2016-07-08T00:00:00.000Z,Media,Eric Sanchez,Alliances,New Business,Sales WW,Accessories,ESMB,04 - Value Proposition,false
Opportunity for West913,,Customer,Johnny Green,Cables,1418640,India,Hernandez713 Inc,2015-06-15,true,2014-10-26T00:00:00.000Z,Banking,Bruce Kennedy,AE,New Business,Sales AMER,Accessories,MM,08 - Closed Won,true
Opportunity for Armstrong916,,Customer,Eric Sanchez,,237283,Japan,Duncan773 Inc,2016-05-20,true,2015-12-28T00:00:00.000Z,Technology,Chris Riley,Marketing,New Business / Add-on,Sales EMEA,,ESMB,09 - Closed Lost,false
